source,title,summary,url,published_at,timestamp
https://www.fxstreet.com/rss/news,EUR/CHF rebounds after holding 0.9210 support – Société Générale,"EUR/CHF is rebounding strongly after testing key support, with the pair now challenging a major trend line that could unlock further upside, Société Générale's FX analysts note. ",https://www.fxstreet.com/news/eur-chf-rebounds-after-holding-09210-support-societe-generale-202511241002,"Mon, 24 Nov 2025 10:02:38 Z",2025-11-24T12:05:53.200250
https://www.fxstreet.com/rss/news,EUR: Lower energy costs lift euro’s terms of trade to yearly high – ING,"European natural gas prices have fallen below EUR 30/MWh for the first time since May, boosting Europe’s terms of trade and offering relief to its struggling manufacturing sector, ING's FX analyst Chris Turner notes.",https://www.fxstreet.com/news/eur-lower-energy-costs-lift-euros-terms-of-trade-to-yearly-high-ing-202511240959,"Mon, 24 Nov 2025 09:59:45 Z",2025-11-24T12:05:53.200309
https://www.fxstreet.com/rss/news,Brent struggles below 200-day average after September weakness – Société Générale,"Brent crude is stabilizing after last month’s trough near $60, but a break above key resistance is needed to confirm a sustained rebound, Société Générale's FX analysts note. ",https://www.fxstreet.com/news/brent-struggles-below-200-day-average-after-september-weakness-societe-generale-202511240956,"Mon, 24 Nov 2025 09:56:21 Z",2025-11-24T12:05:53.200368
https://www.fxstreet.com/rss/news,DXY: Noise from Fedspeaks might diminish – OCBC,"US Dollar (USD) continued to trade near recent highs, in response to Dec meeting expectations which had remain fluid. More data is coming in while comments from Fed officials continue to paint a divergence in opinions.",https://www.fxstreet.com/news/dxy-noise-from-fedspeaks-might-diminish-ocbc-202511240954,"Mon, 24 Nov 2025 09:54:48 Z",2025-11-24T12:05:53.200426
https://www.fxstreet.com/rss/news,German IFO Business Climate Index declines to 88.1 in November vs. 88.5 expected,"German business morale deteriorated slightly in November, with the IFO Institute's Business Climate Index declining to 88.1 in November from 88.4 in October. This reading came in below the market expectation of 88.5.",https://www.fxstreet.com/news/when-is-the-german-ifo-survey-and-how-it-could-affect-eur-usd-202511240659,"Mon, 24 Nov 2025 09:08:28 Z",2025-11-24T12:05:53.200486
https://www.fxstreet.com/rss/news,USD/CAD flatlines around 1.4100 with the Greenback losing momentum,"The US Dollar is trading flat, around the 1.4100 level against the Canadian Dollar, after failing to break above 1.4130 on Friday.",https://www.fxstreet.com/news/usd-cad-flatlines-around-14100-with-the-greenback-losing-momentum-202511240903,"Mon, 24 Nov 2025 09:03:43 Z",2025-11-24T12:05:53.200544
https://www.fxstreet.com/rss/news,WTI falls near $57.50 as US-Russia-Ukraine peace talks progress,"West Texas Intermediate (WTI) Oil price extends its losing streak for the fourth successive session, trading around $57.70 per barrel during the European hours on Monday.",https://www.fxstreet.com/news/wti-falls-to-near-5750-as-us-pushes-for-a-russia-ukraine-peace-deal-202511240858,"Mon, 24 Nov 2025 08:58:28 Z",2025-11-24T12:05:53.200604
https://www.fxstreet.com/rss/news,Gold bounces off daily low as reviving Fed rate cut bets undermine USD,"Gold (XAU/USD) recovers slightly from the daily low touched during the early part of the European session and trades with a mild negative bias, just above the $4,060 level, down less than 0.15% for the day.",https://www.fxstreet.com/news/gold-declines-amid-a-bullish-usd-and-positive-risk-tone-downside-potential-seems-limited-202511240441,"Mon, 24 Nov 2025 08:43:24 Z",2025-11-24T12:05:53.200663
https://www.fxstreet.com/rss/news,"India Gold price today: Gold falls, according to FXStreet data","Gold prices fell in India on Monday, according to data compiled by FXStreet.",https://www.fxstreet.com/news/india-gold-price-today-gold-falls-according-to-fxstreet-data-202511240838,"Mon, 24 Nov 2025 08:38:31 Z",2025-11-24T12:05:53.200723
https://www.fxstreet.com/rss/news,NZD/USD slips near 0.5600 due to dovish RBNZ outlook,"NZD/USD loses ground after registering modest gains in the previous session, trading around 0.5610 during the European hours on Monday. The pair depreciates as the New Zealand Dollar struggles on dovish sentiment surrounding the Reserve Bank of New Zealand (RBNZ) policy outlook.",https://www.fxstreet.com/news/nzd-usd-slips-near-05600-due-to-dovish-rbnz-outlook-202511240822,"Mon, 24 Nov 2025 08:22:26 Z",2025-11-24T12:05:53.200782
https://www.fxstreet.com/rss/news,NZD/USD Price Forecasts: First signs of exhaustion below 0.5600,"The New Zealand Dollar is struggling to find acceptance above 0.5600 on Monday, after bouncing from multi-month lows at 0.5570. The pair maintains its broader bearish trend intact, amid hopes of further RBNZ easing later this week.",https://www.fxstreet.com/news/nzd-usd-price-forecasts-first-signs-of-exhaustion-below-05600-202511240815,"Mon, 24 Nov 2025 08:15:46 Z",2025-11-24T12:05:53.200840
https://www.fxstreet.com/rss/news,USD/CAD Price Forecast: Trades around 1.4100 due to bullish bias,"USD/CAD recovers its recent losses from the previous session, trading around 1.4100 during the early European hours on Monday. The daily chart’s technical setup reflects a persistent bullish bias, with the pair remaining within its ascending channel pattern.",https://www.fxstreet.com/news/usd-cad-price-forecast-trades-around-14100-due-to-bullish-bias-202511240755,"Mon, 24 Nov 2025 07:55:42 Z",2025-11-24T12:05:53.200900
https://www.fxstreet.com/rss/news,Forex Today: Risk mood improves to start new week,"Here is what you need to know on Monday, November 24:",https://www.fxstreet.com/news/forex-today-risk-mood-improves-to-start-new-week-202511240707,"Mon, 24 Nov 2025 07:07:54 Z",2025-11-24T12:05:53.200959
https://www.fxstreet.com/rss/news,Crude Oil price today: WTI price bullish at European opening,"West Texas Intermediate (WTI) Oil price advances on Monday, early in the European session. WTI trades at $58.13 per barrel, up from Friday’s close at $57.90.Brent Oil Exchange Rate (Brent crude) is stable, hovering around its previous daily close at $61.90.",https://www.fxstreet.com/news/crude-oil-price-today-wti-price-bullish-at-european-opening-202511240702,"Mon, 24 Nov 2025 07:02:39 Z",2025-11-24T12:05:53.201019
https://www.fxstreet.com/rss/news,EUR/GBP posts modest gains near 0.8800 on weak UK Retail Sales ,The EUR/GBP cross trades with mild gains near 0.8790 during the early European trading hours on Monday. A softer-than-expected UK Retail Sales report for October weighs on the Pound Sterling (GBP) against the Euro (EUR). Germany’s November IFO Business Survey data will be published later on Monday. ,https://www.fxstreet.com/news/eur-gbp-posts-modest-gains-near-08800-on-weak-uk-retail-sales-202511240634,"Mon, 24 Nov 2025 06:34:38 Z",2025-11-24T12:05:53.201079
https://www.fxstreet.com/rss/news,Australian Dollar steady as US Dollar weakens on Fed rate cut bets,The Australian Dollar (AUD) holds ground against the US Dollar (USD) on Monday ahead of the looming key inflation update this week.,https://www.fxstreet.com/news/australian-dollar-declines-ahead-of-looming-complete-monthly-cpi-202511240218,"Mon, 24 Nov 2025 06:29:30 Z",2025-11-24T12:05:53.201401
https://www.fxstreet.com/rss/news,Japanese Yen remains on the back foot against a softer USD; upside potential seems limited,"The Japanese Yen (JPY) recovers slightly against a mildly softer US Dollar (USD), though sticks to a negative bias through the Asian session on Monday amid concerns about Japan's ailing fiscal position.",https://www.fxstreet.com/news/japanese-yen-falters-on-fiscal-concerns-and-boj-rate-hike-doubts-202511240227,"Mon, 24 Nov 2025 06:03:12 Z",2025-11-24T12:05:53.201468
https://www.fxstreet.com/rss/news,GBP/USD Price Forecast: Looks to build on move beyond 1.3100; not out of the woods yet,The GBP/USD pair reverses a modest Asian session dip and climbs back above the 1.3100 mark in the last hour amid a modest US Dollar (USD) downtick on Monday.,https://www.fxstreet.com/news/gbp-usd-price-forecast-looks-to-build-on-move-beyond-13100-not-out-of-the-woods-yet-202511240536,"Mon, 24 Nov 2025 05:36:10 Z",2025-11-24T12:05:53.201528
https://www.fxstreet.com/rss/news,EUR/CAD gains near 1.6250 on cautious ECB policy outlook,"EUR/CAD gains ground after registering losses in the previous session, trading around 1.6240 during the Asian hours on Monday. The pair appreciates as the Euro (EUR) receives support from the cautious sentiment surrounding the European Central Bank’s (ECB) monetary policy outlook.",https://www.fxstreet.com/news/eur-cad-gains-near-16250-on-cautious-ecb-policy-outlook-202511240518,"Mon, 24 Nov 2025 05:18:37 Z",2025-11-24T12:05:53.201588
https://www.fxstreet.com/rss/news,EUR/USD strengthens above 1.1500 as Fed rate cut bets grow  ,The EUR/USD pair trades in positive territory around 1.1525 during the early European trading hours on Monday. The US Dollar (USD) edges lower against the Euro (EUR) as Federal Reserve (Fed) rate cut expectations rise.,https://www.fxstreet.com/news/eur-usd-strengthens-above-11500-as-fed-rate-cut-bets-grow-202511240518,"Mon, 24 Nov 2025 05:18:23 Z",2025-11-24T12:05:53.201650
tradingeconomics,"{'Symbol': 'DOGUSD:CUR', 'Ticker': 'DOGUSD', 'Name': 'Dogecoin', 'Country': 'Other', 'Date': '2025-11-24T12:04:53', 'Sta",,,,2025-11-24T12:05:53.915283
tradingeconomics,"{'Symbol': 'ENAUSD:CUR', 'Ticker': 'ENAUSD', 'Name': 'Ethena USDe', 'Country': 'Other', 'Date': '2025-11-24T12:04:28', '",,,,2025-11-24T12:05:53.915327
tradingeconomics,"{'Symbol': 'HBAUSD:CUR', 'Ticker': 'HBAUSD', 'Name': 'Hedera', 'Country': 'Other', 'Date': '2025-11-24T12:05:41', 'State",,,,2025-11-24T12:05:53.915337
